last_name, first_name,player_id,year,xwobacon,oz_swing_percent,whiff_percent,swing_percent,class1,class2
Rendon, Anthony,543685,2018,0.417,23.8,13.9,47.7,41,D
Riddle, JT,595375,2017,0.326,32,22.5,52.6,42,B
Smith, Kevan,607345,2017,0.326,34.5,20.9,55.1,46,C
Rizzo, Anthony,519203,2018,0.377,29.7,17,47.7,45,D
Gomes, Yan,543228,2022,0.326,39.1,19.4,54.2,45,D
Eaton, Adam,594809,2016,0.352,29.7,17,47.7,45,D
Iglesias, Jose,578428,2021,0.326,43.2,18.9,55,45,D
Stassi, Max,545358,2022,0.325,21.1,34,44.1,52,A
Marte, Ketel,606466,2019,0.406,28.6,17.6,47.8,49,A
Cano, Robinson,429664,2018,0.402,30.1,18.2,47.8,53,A
Altuve, Jose,514888,2017,0.378,31.9,16.8,47.8,53,A
Barnhart, Tucker,571466,2016,0.325,24.8,20.8,46.9,54,A
Brugman, Jaycob,595144,2017,0.325,24.9,22.8,43.3,54,A
Heredia, Guillermo,628338,2021,0.325,25,27.2,49.6,54,A
Cozart, Zack,446359,2015,0.312,29.3,14.8,47.8,53,A
Mayberry Jr., John,460055,2015,0.325,27.3,29,46.9,56,A
Toro, Abraham,647351,2021,0.334,30.1,17.6,47.9,53,A
Flores, Wilmer,527038,2020,0.346,29.8,17.8,48,53,A
Beltre, Adrian,134181,2015,0.38,35.4,16.8,48.1,57,A
Venable, Will,461416,2015,0.325,28.7,24.9,44.9,59,A
Frazier, Adam,624428,2019,0.333,27.1,15.6,48.1,57,A
Newman, Kevin,621028,2022,0.312,31.2,15.6,48.1,57,A
Bourjos, Peter,488721,2015,0.325,31.5,28.1,48.9,59,A
Davis, Rajai,434658,2016,0.325,31.9,23.7,52.1,58,A
Martin, Leonys,547982,2019,0.325,32.3,32.7,54.3,60,A
Beltran, Carlos,136860,2017,0.325,32.5,19.8,47.9,61,A
Williamson, Mac,607776,2019,0.325,32.8,34,46.8,64,A
Sheets, Gavin,657757,2022,0.325,33.2,21.9,47.7,62,A
Miller, Owen,680911,2022,0.325,34.7,18.5,48,61,A
McGuire, Reese,624512,2019,0.325,36.3,21.6,52.7,62,A
Nootbaar, Lars,663457,2021,0.324,17.6,26.2,39.6,51,A
Giavotella, Johnny,543213,2016,0.315,27.9,16.3,48.2,49,A
Perez, Roberto,547379,2016,0.324,21.8,23.5,39.9,50,A
Wade, Tyler,642180,2020,0.324,22.7,18.3,44.4,49,A
Gurriel, Yuli,493329,2017,0.347,30.5,17.6,48.3,53,A
Pennington, Cliff,460060,2017,0.324,27.4,24.4,45.2,54,A
Ellsbury, Jacoby,453056,2015,0.324,28.1,17.3,48.3,53,A
Murphy, Daniel,502517,2019,0.313,30.1,15,48.3,57,A
Maile, Luke,571912,2016,0.324,28.1,30.3,48.3,60,A
Tomlinson, Kelby,605509,2016,0.324,29,19.2,49.5,57,A
Davis, Rajai,434658,2015,0.324,29.7,20,49.6,57,A
Schumaker, Skip,435401,2015,0.324,30.8,19.7,48.2,57,A
Phegley, Josh,572033,2019,0.324,31.6,22.6,47.5,58,A
Gregorius, Didi,544369,2020,0.324,33.2,18.8,53.5,61,A
Hays, Austin,669720,2020,0.324,35.7,19.9,47.7,61,A
Profar, Jurickson,595777,2022,0.323,23.7,18.7,43.6,49,A
Hernandez, Teoscar,606192,2016,0.323,23.7,30.5,42.6,52,A
Pujols, Albert,405395,2018,0.355,32.5,17.6,48.4,49,A
Murphy, Daniel,502517,2015,0.344,31.5,9,48.4,53,A
Iglesias, Jose,578428,2020,0.422,34.4,14.5,48.5,53,A
Smith, Mallex,605480,2018,0.323,26,25.1,49.6,54,A
Flores, Wilmer,527038,2022,0.323,26.6,18.9,45.6,53,A
Gyorko, Jedd,576397,2019,0.323,29,27.2,47.6,59,A
Cordoba, Allen,642707,2017,0.323,29.3,27.9,44.5,59,A
Jones, Taylor,622100,2021,0.323,30.3,31.2,51.4,60,A
Vogt, Stephen,519390,2022,0.323,30.5,27.1,46.5,59,A
Saladino, Tyler,573135,2016,0.328,28.2,16.5,48.5,57,A
Gregorius, Didi,544369,2018,0.323,33.1,19.5,51.7,61,A
Altuve, Jose,514888,2016,0.402,30.6,15.3,48.6,61,A
Beltre, Adrian,134181,2016,0.382,34.4,15.2,48.7,61,A
Azocar, Jose,640492,2022,0.323,38.4,24.1,55.7,62,A
Adrianza, Ehire,501303,2019,0.348,29.3,18.2,48.7,49,A
Gardner, Brett,458731,2019,0.322,22.5,19.5,38.7,49,A
Kelly, Carson,608348,2020,0.322,23.7,26.8,45.7,51,A
Gordon, Alex,460086,2020,0.322,24,22.5,47.2,54,A
Barnhart, Tucker,571466,2018,0.322,24.6,20.2,45.7,53,A
Urias, Luis,649966,2020,0.322,25.5,22.7,40.8,54,A
Marte, Jefry,527043,2018,0.322,25.8,21.3,43.7,54,A
Duggar, Steven,621453,2018,0.322,25.8,27.1,45.5,54,A
Field, Johnny,608654,2018,0.322,26.4,32.1,48.6,56,A
Hernandez, Cesar,514917,2015,0.322,26.9,21.6,47,54,A
Butera, Drew,460077,2016,0.322,28,25,49.2,54,A
Martin, Leonys,547982,2017,0.322,28.2,26.6,51.2,59,A
Segura, Jean,516416,2021,0.337,30.1,17.1,48.7,57,A
Gonzalez, Adrian,408236,2017,0.322,28.6,24.4,50.4,58,A
Cuthbert, Cheslor,596144,2017,0.322,29.7,29.9,52.1,60,A
Tapia, Raimel,606132,2020,0.322,30.7,18.7,51.1,57,A
Garcia, Leury,544725,2021,0.322,32.7,24.3,52.6,62,A
Escobar, Yunel,488862,2016,0.327,27.2,16.7,48.7,61,A
Gurriel, Yuli,493329,2020,0.335,34.4,15.6,48.8,61,A
Segura, Jean,516416,2022,0.322,34.7,18.5,48.8,61,A
Lagares, Juan,501571,2015,0.322,35.2,20.2,50.8,61,A
Herrera, Odubel,546318,2019,0.322,35.2,28.5,52,63,A
Galvis, Freddy,520471,2016,0.322,39.1,20.7,52.9,62,A
Phillips, Brandon,408252,2017,0.322,39.4,20.2,56.3,61,A
Rosales, Adam,489267,2015,0.321,19.2,26.3,41.1,51,A
Flores, Wilmer,527038,2016,0.322,28.5,17,48.8,53,A
Caratini, Victor,605170,2018,0.321,24.9,21.9,45.3,54,A
Pearce, Steve,456665,2015,0.321,25.3,22.4,47.4,54,A
Hernandez, Gorkys,491676,2017,0.321,26.3,24.9,47.7,54,A
Naylor, Josh,647304,2020,0.324,27.7,15.6,48.9,53,A
Carrera, Ezequiel,485567,2016,0.321,26.5,22,43.9,54,A
Russell, Addison,608365,2018,0.321,28,26.9,47.8,54,A
Kratz, Erik,456124,2018,0.321,29.2,24.4,48.3,58,A
Haseley, Adam,656514,2019,0.321,30.4,28.7,49.9,59,A
Galvis, Freddy,520471,2018,0.321,35,26.3,50.3,63,A
Culberson, Charlie,518586,2021,0.321,35.4,30.9,52.9,64,A
Wilson, Bobby,435064,2016,0.321,35.6,29.9,54.6,64,A
Franco, Maikel,596748,2022,0.321,38.5,28,53.6,63,A
Susac, Andrew,572180,2015,0.32,21.4,30.2,44.3,52,A
Galvis, Freddy,520471,2017,0.312,32,17.6,48.9,49,A
Nava, Daniel,537953,2015,0.32,22.5,18.7,40.9,49,A
Hicks, Aaron,543305,2016,0.32,23.5,24.7,45.8,51,A
Young, Chris,455759,2018,0.32,23.8,28.4,43.1,51,A
Bleday, JJ,668709,2022,0.32,24.3,27.9,46.7,54,A
Guyer, Brandon,446386,2018,0.32,26,22.1,46.6,54,A
Quinn, Roman,596451,2018,0.32,26,28.6,48.8,54,A
Rickard, Joey,572073,2019,0.32,27.1,23.4,46.8,54,A
Maile, Luke,571912,2019,0.32,27.9,22.7,46.6,54,A
Engel, Adam,641553,2022,0.32,28.1,33.6,47.4,60,A
Ruiz, Rio,547004,2020,0.32,28.3,27.3,52,59,A
Mazara, Nomar,608577,2021,0.32,29.9,27.4,46.5,59,A
Segura, Jean,516416,2018,0.326,32,12.6,49,61,A
Cabrera, Melky,466320,2016,0.32,34.1,14,49,61,A
Barnes, Brandon,488681,2015,0.32,34.3,30.4,52.5,64,A
Romine, Austin,519222,2016,0.32,34.6,18.7,55.6,61,A
Garcia, Luis,671277,2021,0.32,34.9,24.3,52.6,62,A
Ahmed, Nick,605113,2017,0.32,34.9,28.4,52.3,63,A
Schwindel, Frank,643524,2022,0.32,36.8,26.5,54.7,63,A
Camargo, Johan,622666,2019,0.32,37.6,25,54.6,63,A
Gonzalez, Erik,570481,2021,0.32,37.6,25.6,57.1,63,A
Herrera, Odubel,546318,2022,0.32,38.5,24,52.6,62,A
Rivera, T.J.,608061,2016,0.32,38.8,23.9,54.8,62,A
Hamilton, Billy,571740,2021,0.32,39.2,30.7,55.8,64,A
Rosario, Amed,642708,2017,0.32,40.4,35.7,55.5,64,A
Reyes, Victor,622682,2018,0.32,44.3,22,59,62,A
Mejia, Francisco,642336,2022,0.32,51.3,23.4,61.2,62,A
Grossman, Robbie,543257,2022,0.319,19.3,23.9,40.9,50,A
Duffy, Matt,622110,2019,0.319,20.3,18.9,39.4,49,A
Rojas, Miguel,500743,2018,0.311,32.2,15.4,49,49,A
Norris, Derek,519083,2015,0.319,24.5,21.5,44.9,54,A
Franklin, Nick,545338,2016,0.319,25.8,22.9,49.6,54,A
Crawford, Brandon,543063,2022,0.319,26.2,31.8,50.7,56,A
Beaty, Matt,607461,2021,0.319,27.1,19,45.9,53,A
Hernandez, Enrique,571771,2022,0.319,27.2,24.6,47.7,54,A
Vazquez, Christian,543877,2022,0.335,31.9,17.2,49.2,53,A
Heim, Jonah,641680,2022,0.319,29.6,21.4,50.8,58,A
Kiermaier, Kevin,595281,2018,0.319,31.4,30.3,50.3,60,A
Estrada, Thairo,642731,2022,0.319,32.3,19.7,49.2,57,A
Guyer, Brandon,446386,2015,0.319,32.6,22.5,53,62,A
Wilkerson, Stevie,592859,2019,0.319,32.7,27.4,46,63,A
Wendle, Joey,621563,2019,0.319,35.6,20.1,47.1,61,A
Bourjos, Peter,488721,2016,0.319,35.6,28.4,54.2,63,A
Bandy, Jett,542908,2016,0.319,36.8,20.6,56.8,62,A
Pillar, Kevin,607680,2016,0.319,37.3,18.4,49.6,61,A
Corporan, Carlos,449786,2015,0.319,37.5,29.8,52.8,64,A
Gregorius, Didi,544369,2019,0.319,37.8,22.5,55.8,62,A
Rivera, Rene,425784,2015,0.319,38.7,31.7,56.3,64,A
Molina, Yadier,425877,2020,0.319,39.7,23.8,55.1,62,A
Trevino, Jose,624431,2022,0.319,40,21.1,50,62,A
Adduci, James,451192,2018,0.319,41.1,22.9,58.9,62,A
Raleigh, Cal,663728,2021,0.319,43.6,33.1,62.1,64,A
VanMeter, Josh,642165,2021,0.318,17.9,26.8,39.7,51,A
Ford, Mike,645801,2022,0.318,20.6,21.9,35.2,50,A
Martinez, Victor,400121,2018,0.323,32,14.3,49.2,49,A
Wong, Kolten,543939,2022,0.318,22,20.2,43.1,49,A
Hoerner, Nico,663538,2022,0.314,33.8,14.2,49.2,49,A
Merrifield, Whit,593160,2020,0.36,28,16.1,49.3,49,A
Asuaje, Carlos,641319,2017,0.318,23,20,46.3,49,A
Coghlan, Chris,458085,2016,0.318,26.1,25.4,43.3,54,A
Plawecki, Kevin,608700,2015,0.318,26.3,23.1,44.9,54,A
Ross, David,424325,2015,0.318,26.6,36,48.9,56,A
Bradley Jr., Jackie,598265,2021,0.318,27.5,34.3,47.8,56,A
Cabrera, Asdrubal,452678,2021,0.318,28.1,25.3,48.3,59,A
Barnhart, Tucker,571466,2019,0.318,28.2,23.5,46.6,58,A
Mullins II, Cedric,656775,2022,0.318,29.9,22.2,51.3,58,A
Toro, Abraham,647351,2022,0.318,30.9,21.6,47.3,58,A
Odor, Rougned,596059,2022,0.318,30.9,27.3,50.6,59,A
Castro, Starlin,516770,2015,0.318,32.9,19.7,48.7,61,A
Daza, Yonathan,602074,2021,0.318,33.2,19.8,50.3,61,A
Calhoun, Willie,641432,2019,0.352,28.9,15.9,49.3,61,A
Arcia, Orlando,606115,2017,0.318,34.7,25.6,54.2,63,A
Petit, Gregorio,463610,2016,0.318,36.4,25.8,51.6,63,A
Schoop, Jonathan,570731,2022,0.318,36.8,28.2,55.5,63,A
Trevino, Jose,624431,2019,0.318,40,22.7,48.6,62,A
Dubon, Mauricio,643289,2019,0.318,43.3,20.6,56.9,62,A
Tejada, Ruben,514913,2017,0.319,23.9,14.9,49.3,49,A
Segura, Jean,516416,2017,0.343,31.9,15.8,49.4,49,A
Herrera, Rosell,594011,2018,0.317,23.1,22.1,45.8,50,A
Akiyama, Shogo,673451,2020,0.317,23.5,19.1,42.6,49,A
Tucker, Cole,657061,2021,0.317,24.5,26.1,46.5,54,A
Flaherty, Ryan,475247,2016,0.317,24.9,23.5,44.3,54,A
Franco, Wander,677551,2021,0.34,28.5,16.4,49.4,53,A
Hernandez, Cesar,514917,2022,0.317,25.9,20.4,47.5,54,A
Travis, Devon,581527,2016,0.347,36.3,17.8,49.5,53,A
Galvis, Freddy,520471,2020,0.317,26.7,26.5,45.1,54,A
Diaz, Isan,656371,2021,0.317,26.7,32.1,43.7,56,A
Gurriel, Yuli,493329,2019,0.333,34.4,14.8,49.7,53,A
Bourjos, Peter,488721,2017,0.317,30,28.6,49,59,A
Santana, Danny,542454,2021,0.317,30.2,36.1,54.3,60,A
Cruz, Tony,488810,2015,0.317,30.9,22.9,52.3,58,A
Rickard, Joey,572073,2017,0.317,31.3,23.8,46.6,58,A
Perez, Eury,516811,2015,0.317,33,21,49.2,62,A
Realmuto, J.T.,592663,2015,0.353,32.2,16.3,49.9,61,A
Blanco, Andres,433217,2016,0.317,34.3,26.6,53.1,63,A
Escobar, Yunel,488862,2015,0.345,26.5,17.7,49.9,61,A
Garcia, Adonis,611177,2017,0.317,35.7,19.8,52.8,61,A
Hechavarria, Adeiny,588751,2018,0.317,37.8,21.2,55.8,62,A
Harrison, Josh,543281,2015,0.317,38.3,20.1,54.2,61,A
Gimenez, Andres,665926,2021,0.317,40,29.9,58,64,A
Culberson, Charlie,518586,2022,0.317,42.2,30.5,59,64,A
Wendle, Joey,621563,2016,0.328,33.2,15.3,49.9,49,A
Peraza, Jose,606299,2018,0.322,33.2,13.8,49.9,49,A
Crawford, J.P.,641487,2019,0.316,19,21,43.3,50,A
Merrifield, Whit,593160,2021,0.325,29,18.1,50,49,A
Hechavarria, Adeiny,588751,2016,0.318,33.3,16,50.2,49,A
Maldonado, Martin,455117,2021,0.316,23.3,28.9,42.8,51,A
Gentry, Craig,502226,2018,0.316,23.7,20,46.2,49,A
DeShields, Delino,592261,2020,0.316,23.8,28.3,45.8,51,A
Kelly, Carson,608348,2022,0.316,24.3,21.1,43.6,54,A
Difo, Wilmer,594694,2021,0.316,26.8,28,53.5,54,A
Rutledge, Josh,592710,2017,0.316,29.1,24.2,43.1,58,A
Andrus, Elvis,462101,2022,0.316,29.4,21.4,45.6,58,A
Solarte, Yangervis,500208,2016,0.315,34.4,17,50.5,57,A
Diaz, Elias,553869,2022,0.316,33.2,22.7,51.8,62,A
Hechavarria, Adeiny,588751,2015,0.316,34.3,18.5,52.5,61,A
Rivera, T.J.,608061,2017,0.316,34.4,20.7,52.7,62,A
Castro, Willi,650489,2019,0.316,39.8,30.6,54,64,A
Loney, James,425766,2016,0.316,31.3,11.7,50.6,61,A
DeShields, Delino,592261,2017,0.315,19,22.6,40.2,50,A
Murphy, Daniel,502517,2018,0.369,29.4,13.1,50.7,49,A
Descalso, Daniel,518614,2019,0.315,19.7,28.8,40.3,51,A
Eaton, Adam,594809,2020,0.342,33.8,16.3,50.7,49,A
Cano, Robinson,429664,2016,0.381,34.6,17.3,50.8,49,A
Merrifield, Whit,593160,2017,0.359,32.2,17.5,50.8,49,A
Bourn, Michael,456422,2016,0.315,21.6,22.9,41.9,50,A
Bourn, Michael,456422,2015,0.315,21.6,25.1,42.1,51,A
Fernandez, Jose Miguel,628336,2018,0.334,32.6,15.9,50.8,49,A
Beckham, Gordon,493596,2016,0.315,23.3,20.8,42.9,50,A
Ruiz, Keibert,660688,2022,0.338,31.4,14.9,50.9,49,A
Lopez, Nicky,670032,2020,0.315,25.2,21,44.6,54,A
Young Jr., Eric,458913,2018,0.315,25.4,26.7,49.7,54,A
Duffy, Matt,622110,2022,0.315,25.5,21.8,45.7,54,A
Beer, Seth,666179,2022,0.315,26.7,28.7,47.5,54,A
Peralta, David,444482,2021,0.315,27.4,21.3,46.5,54,A
Newman, Kevin,621028,2019,0.317,33.8,13.8,51,53,A
Lindor, Francisco,596019,2015,0.36,30,18,51.1,57,A
Gutierrez, Kelvin,642721,2021,0.315,28.8,31,45,60,A
McGuire, Reese,624512,2021,0.315,29.6,21.4,50.3,58,A
Eaton, Adam,594809,2021,0.315,29.6,23.5,47.4,58,A
Pillar, Kevin,607680,2015,0.314,38.9,18.1,51.2,57,A
Starling, Bubba,605490,2019,0.315,30.4,29.7,49.7,60,A
Franco, Wander,677551,2022,0.338,30.1,13.3,51.3,61,A
Reddick, Josh,502210,2019,0.334,30,14.6,51.3,61,A
Lindor, Francisco,596019,2019,0.37,32.1,17,51.4,61,A
Gregorius, Didi,544369,2017,0.315,37.9,21.8,58.4,62,A
Engel, Adam,641553,2018,0.315,37.9,30.3,54.3,64,A
Romine, Andrew,461865,2018,0.315,38.7,28.4,54.1,63,A
Smith, Kevan,607345,2018,0.32,32.5,16,51.5,61,A
Muncy, Max,571970,2016,0.314,17.5,21.2,35.7,50,A
Kelly, Ty,571841,2017,0.314,18.1,22.4,38.2,50,A
Caratini, Victor,605170,2020,0.314,20.8,23.6,39.9,50,A
Young Jr., Eric,458913,2017,0.314,22.1,29.6,51.4,52,A
Flaherty, Ryan,475247,2018,0.314,22.6,23.5,46.7,50,A
DeShields, Delino,592261,2019,0.314,22.7,21.8,43.4,50,A
Peraza, Jose,606299,2016,0.358,36.2,13.4,51.7,53,A
Flores, Wilmer,527038,2017,0.349,31.2,16.4,51.7,53,A
Cozart, Zack,446359,2016,0.314,27.1,18.7,46.8,53,A
Mesoraco, Devin,519023,2018,0.314,27.2,22.7,48,54,A
Peraza, Jose,606299,2017,0.327,34.4,15.2,51.7,57,A
Davis, Rajai,434658,2017,0.314,29.9,24.4,50.7,58,A
Lagares, Juan,501571,2017,0.314,31.3,21.7,47.2,58,A
Gennett, Scooter,571697,2016,0.314,33.2,22.3,51.4,62,A
Altuve, Jose,514888,2015,0.312,34.5,11.3,51.7,61,A
Strange-Gordon, Dee,543829,2015,0.315,37,13.8,51.9,61,A
Nido, Tomas,621512,2019,0.314,39.5,36.1,59.9,64,A
Cano, Robinson,429664,2017,0.384,30.8,17.8,52,61,A
Martin, Russell,431145,2018,0.313,10.2,25.3,34.3,51,A
Semien, Marcus,543760,2020,0.313,18.7,23.3,44.1,50,A
Mendick, Danny,664901,2022,0.313,19.3,25.3,42.2,51,A
Barnes, Austin,605131,2021,0.313,20.6,26.7,44.2,51,A
Martini, Nick,605361,2019,0.313,22.9,20,40.6,49,A
Toles, Andrew,592808,2017,0.377,34.1,17.6,52.1,49,A
Pillar, Kevin,607680,2017,0.341,36.9,16.4,52.2,53,A
Tom, Ka'ai,664789,2021,0.313,24.4,32.8,45.6,56,A
Cabrera, Melky,466320,2019,0.317,34.4,15.5,52.2,53,A
Senzel, Nick,669222,2021,0.374,28.6,17.8,52.5,53,A
Aybar, Erick,430947,2015,0.315,38.8,13,52.6,53,A
Molina, Yadier,425877,2018,0.348,35.3,17.2,52.7,53,A
Akiyama, Shogo,673451,2021,0.313,26.8,22.7,44.3,54,A
Williams, Luke,663897,2022,0.313,30,29.9,50.7,60,A
Suzuki, Kurt,435559,2017,0.351,37.2,17.3,52.9,57,A
Difo, Wilmer,594694,2019,0.313,30.4,26.8,54.3,59,A
Arcia, Orlando,606115,2019,0.313,30.5,24.6,47.7,59,A
Altuve, Jose,514888,2020,0.313,35.3,20.2,50,61,A
Duran, Ezequiel,677649,2022,0.313,39.2,28.9,55.7,63,A
Ciriaco, Pedro,465674,2015,0.313,51.6,25.9,60.8,63,A
Gardner, Brett,458731,2021,0.312,17.5,18.3,37.5,49,A
Robertson, Daniel,621002,2017,0.312,18.9,24.3,41.5,50,A
Ramirez, Aramis,133380,2015,0.323,34.4,17.9,52.9,49,A
Reynolds, Matt,608703,2017,0.312,22.9,28.4,40.2,51,A
Molina, Yadier,425877,2016,0.339,35,15.2,53.3,49,A
White, Tyler,643603,2019,0.312,23.6,23.6,41.4,50,A
Suzuki, Kurt,435559,2018,0.331,33.8,16.8,53.3,53,A
Nunez, Eduardo,456488,2016,0.33,37,16.9,53.6,53,A
Rosales, Adam,489267,2017,0.312,26.9,35.6,48,56,A
Gillaspie, Conor,543216,2016,0.337,35.8,17.6,53.8,53,A
Hampson, Garrett,641658,2022,0.312,27.9,25.4,44.4,54,A
Smith, Mallex,605480,2016,0.312,28.5,25.9,48.5,59,A
McNeil, Jeff,643446,2022,0.325,29.2,15.9,53.8,57,A
Robles, Victor,645302,2020,0.312,29.2,27.1,50.3,59,A
Perez, Salvador,521692,2015,0.347,41.7,18,53.9,57,A
Garneau, Dustin,572863,2017,0.312,29.8,30.4,52.9,60,A
Rickard, Joey,572073,2018,0.312,30.6,21.3,47.4,58,A
Peraza, Jose,606299,2019,0.322,34,16.7,54,57,A
Parra, Gerardo,467827,2021,0.312,30.8,26.1,49.9,59,A
Allen, Greg,656185,2019,0.312,30.9,24.1,49.6,58,A
Solarte, Yangervis,500208,2018,0.323,37.6,17.5,54.3,57,A
Neuse, Sheldon,641914,2022,0.312,31.4,27.2,50.7,59,A
Pierzynski, A.J.,150229,2015,0.326,39.1,14.2,54.8,57,A
Cuthbert, Cheslor,596144,2018,0.312,32.3,23.7,48.8,58,A
Schrock, Max,621011,2021,0.335,37.5,17.4,55.2,61,A
Escobar, Alcides,444876,2017,0.312,35.5,20.4,53.9,62,A
Iglesias, Jose,578428,2019,0.312,45.9,15.3,55.5,61,A
Moniak, Mickey,666160,2022,0.312,45.3,37.9,58.3,64,A
McNeil, Jeff,643446,2021,0.325,27.7,18.2,56.1,61,A
Pennington, Cliff,460060,2015,0.311,24.1,23.1,43.6,54,A
McNeil, Jeff,643446,2018,0.331,33,16.1,56.4,53,A
Robles, Victor,645302,2021,0.311,26,25.2,47.7,54,A
Pennington, Cliff,460060,2016,0.311,26.9,25.2,50.1,54,A
Chisenhall, Lonnie,502082,2016,0.326,41.1,17.4,56.7,53,A
Joseph, Caleb,543376,2018,0.311,31.7,25.2,51.4,59,A
McNeil, Jeff,643446,2020,0.339,32.4,17.5,57,57,A
Galvis, Freddy,520471,2021,0.311,32.7,20.6,48.7,62,A
Lagares, Juan,501571,2019,0.311,34,24.4,49.6,62,A
Pompey, Dalton,592647,2015,0.311,34.2,27.9,52.4,63,A
Brinson, Lewis,621446,2019,0.311,36.4,32.8,52.7,64,A
Moustakas, Mike,519058,2022,0.311,37.4,29.2,54.3,64,A
McGuire, Reese,624512,2022,0.311,38.1,20.8,51.7,62,A
Peraza, Jose,606299,2020,0.311,40.8,21.5,55.3,62,A
Pillar, Kevin,607680,2019,0.333,46.9,17.7,58.9,53,A
Astudillo, Willians,553902,2019,0.312,39.7,8.9,59,53,A
Ahmed, Nick,605113,2016,0.31,27.2,21.1,52.2,54,A
Alberto, Hanser,593643,2019,0.316,45.3,14.4,59.1,53,A
Alberto, Hanser,593643,2021,0.314,48.2,15.3,64.4,57,A
Merrifield, Whit,593160,2022,0.31,29.8,19.4,50.9,57,A
Mercado, Oscar,640458,2022,0.31,32.8,26.6,56.7,63,A
Jay, Jon,445055,2018,0.31,32.9,19.8,49.1,61,A
Thomas, Alek,677950,2022,0.31,33.4,25,49.2,63,A
Garcia, Leury,544725,2022,0.31,35.9,24.4,56.4,62,A
Martin Jr., Richie,621006,2019,0.31,35.9,27.8,53.8,63,A
Harrison, Josh,543281,2018,0.31,36.2,23.4,55.3,62,A
Featherston, Taylor,605227,2015,0.31,37,24,49.2,62,A
Phillips, Brandon,408252,2016,0.31,40.7,19,57.6,61,A
Gennett, Scooter,571697,2019,0.31,46,25,59,63,A
Blandino, Alex,607468,2018,0.309,11.1,18.1,35.4,49,A
Peterson, Jace,607054,2018,0.309,20.3,24,40.5,50,A
Luplow, Jordan,656669,2018,0.309,22.5,22.9,46.9,50,A
Asuaje, Carlos,641319,2018,0.309,23.9,20,46.4,49,A
Lowrie, Jed,476704,2016,0.309,24.1,17.9,46.3,53,A
Steer, Spencer,668715,2022,0.309,24.8,21.2,41.8,54,A
Madris, Bligh,676632,2022,0.309,24.9,26.8,46.3,54,A
Espinal, Santiago,669289,2021,0.309,25.7,15.3,47.3,53,A
Andrus, Elvis,462101,2020,0.309,26,19.5,46.1,53,A
Desmond, Ian,435622,2017,0.309,26.6,27.5,47.6,54,A
Simmons, Andrelton,592743,2017,0.309,26.7,13.5,46.3,53,A
Rivera, Yadiel,592680,2018,0.309,26.9,32.1,46.6,56,A
Bogaerts, Xander,593428,2017,0.309,29.1,20.8,41.9,58,A
Hoerner, Nico,663538,2020,0.309,32.5,18,44.6,61,A
Rojas, Miguel,500743,2017,0.309,32.9,13.5,49.1,61,A
Narvaez, Omar,553882,2020,0.309,33,29.5,49,64,A
Nunez, Eduardo,456488,2018,0.309,36.3,15.7,53.8,61,A
Gurriel, Yuli,493329,2016,0.309,37.5,18.5,55.5,61,A
Grandal, Yasmani,518735,2022,0.308,20.8,21.6,39.7,50,A
Diaz, Elias,553869,2017,0.308,24.1,19,51.6,53,A
d'Arnaud, Travis,518595,2016,0.308,24.3,16.3,45.9,53,A
Profar, Jurickson,595777,2016,0.308,25.5,18.8,41.5,53,A
Markakis, Nick,455976,2015,0.308,25.6,11.6,41.6,53,A
Wade, Tyler,642180,2019,0.308,28.6,25.5,48.5,59,A
Bradley Jr., Jackie,598265,2022,0.308,28.6,29.4,49.7,60,A
Barnhart, Tucker,571466,2021,0.308,28.8,26.2,50.4,59,A
Vargas, Ildemaro,545121,2019,0.308,29.1,12.2,44.6,57,A
Villar, Jonathan,542340,2020,0.308,33.6,32,51.6,64,A
Smith, Kevin,675656,2022,0.308,35.2,30.1,53,64,A
Inciarte, Ender,542255,2017,0.308,35.8,14.3,53.1,61,A
Almora Jr., Albert,546991,2018,0.308,39.5,24.2,54.7,62,A
Mondesi, Adalberto,609275,2016,0.308,43.4,34.3,55,64,A
Bethancourt, Christian,542194,2015,0.308,45.6,27.4,60.9,63,A
Gomes, Jonny,430404,2015,0.307,17.8,29,34.4,52,A
Hernandez, Yonny,660634,2021,0.307,20.1,15.1,38,49,A
Diaz, Isan,656371,2019,0.307,24.2,28.1,37.8,54,A
Long Jr., Shed,643418,2019,0.307,24.6,27.1,45.2,54,A
Machado, Dixon,553988,2018,0.307,25.7,19.3,44.9,53,A
Rickard, Joey,572073,2016,0.307,26.6,14.5,41.4,53,A
Mercer, Jordy,474568,2016,0.307,27.6,15,43.5,53,A
Bolt, Skye,621450,2022,0.307,27.9,28.5,47.2,54,A
Stubbs, Garrett,596117,2022,0.307,28,21.2,39.2,54,A
Clemens, Kody,665019,2022,0.307,33.3,27.4,53,63,A
Clement, Ernie,676391,2021,0.307,33.5,16.4,48.4,61,A
Moustakas, Mike,519058,2021,0.307,34.4,27.8,50.9,63,A
Bader, Harrison,664056,2022,0.307,34.5,22.1,48,62,A
Gregorius, Didi,544369,2015,0.307,34.7,22.5,51.8,62,A
Gonzalez, Erik,570481,2019,0.307,36.7,28.3,55.4,63,A
Crawford, J.P.,641487,2022,0.306,20.5,14.3,41.3,49,A
Dozier, Brian,572821,2018,0.306,23.5,22.6,39.8,50,A
Robertson, Daniel,621002,2019,0.306,24.7,22.9,45.6,54,A
Lucroy, Jonathan,518960,2018,0.306,27.6,13.7,43.6,53,A
