last_name, first_name,player_id,year,wobacon,oz_swing_percent,whiff_percent,swing_percent,f_strike_percent,class
DeJong, Paul,657557,2018,0.39,25.4,25.4,45.9,58.5,C
Laureano, Ramon,657656,2018,0.467,26.3,28.8,42.9,59.1,C
Moncada, Yoan,660162,2018,0.427,20.4,31,41.2,61.2,C
Ohtani, Shohei,660271,2018,0.517,28,30.6,46,58.5,C
Acuna Jr., Ronald,660670,2018,0.492,24,26.6,46.2,62.3,C
Happ, Ian,664023,2018,0.472,21,37.6,43.3,58.6,C
Lowe, Brandon,664040,2018,0.401,25.7,36.7,49.2,60.8,C
Bader, Harrison,664056,2018,0.428,26,28.1,45.3,59.8,C
Fletcher, David,664058,2018,0.309,25.6,10.1,40.4,62.2,B
Kingery, Scott,664068,2018,0.329,36.6,28.6,51.4,68.3,H
Soto, Juan,665742,2018,0.45,18.4,22.1,39,58.2,A
Gurriel Jr., Lourdes,666971,2018,0.402,35.2,25,53.1,64.9,G
Pujols, Albert,405395,2019,0.317,30.8,18.2,44.5,56.3,F
Cabrera, Miguel,408234,2019,0.362,33.9,24.4,49.6,62.9,F
Mathis, Jeff,425772,2019,0.258,34.1,36.7,52.1,71.7,H
Choo, Shin-Soo,425783,2019,0.419,20.4,29.2,42.4,59.5,C
Molina, Yadier,425877,2019,0.32,38.3,18.9,55.8,69.7,F
Cano, Robinson,429664,2019,0.341,35.6,19.7,53.4,64.6,F
Encarnacion, Edwin,429665,2019,0.413,25.3,25.9,43.5,56.7,C
Jones, Adam,430945,2019,0.351,39.3,26.7,54.5,62.4,H
Martin, Russell,431145,2019,0.319,17.2,27,40.3,62.9,D
Granderson, Curtis,434158,2019,0.316,22.4,24.6,39.8,62.3,B
Morales, Kendrys,434778,2019,0.222,21.8,17.9,39.5,57.2,B
Kendrick III, Howie,435062,2019,0.437,31.4,17,47.5,66.4,E
Kinsler, Ian,435079,2019,0.305,25.4,19,47.6,63.3,B
McCann, Brian,435263,2019,0.33,27.3,19,44,53.2,B
Walker, Neil,435522,2019,0.354,30,26.5,46.5,60.5,H
Suzuki, Kurt,435559,2019,0.35,29.7,18.7,51.9,64.3,F
Desmond, Ian,435622,2019,0.408,26.2,26.2,46,60.5,C
Cruz Jr., Nelson,443558,2019,0.538,27.3,32.6,46.2,55.2,C
Peralta, David,444482,2019,0.393,34.9,24.2,50.4,65.2,E
Pina, Manny,444489,2019,0.381,26.6,27.2,45.2,55.9,C
Jay, Jon,445055,2019,0.302,32.7,15.6,50.4,61.5,F
Prado, Martin,445988,2019,0.265,28.3,13.9,43.6,65.4,B
Duda, Lucas,446263,2019,0.284,25.5,26.9,44.7,61.9,D
Wieters, Matt,446308,2019,0.361,27.9,23.8,44.7,63.4,B
Longoria, Evan,446334,2019,0.374,30.1,25.7,46.8,60.6,G
Cozart, Zack,446359,2019,0.132,18.2,18.3,42.8,55.1,B
Rodriguez, Sean,446481,2019,0.385,23.5,34.1,43.7,62.6,C
Reynolds, Mark,448602,2019,0.33,24.1,38.4,44.7,61.7,D
Davis, Chris,448801,2019,0.373,25.1,38,40.4,55.1,C
Zobrist, Ben,450314,2019,0.287,20.8,15.7,34.9,60.8,B
Fowler, Dexter,451594,2019,0.373,23.4,27,42.9,60,C
Flowers, Tyler,452095,2019,0.425,26.6,36.7,47,65.4,C
Pence, Hunter,452254,2019,0.455,34.6,31.5,51.3,64.6,G
Cabrera, Asdrubal,452678,2019,0.369,25.1,20.6,45.5,58.1,A
Blackmon, Charlie,453568,2019,0.44,30.5,19.5,49.9,62.1,E
Frazier, Todd,453943,2019,0.375,26,25.5,42.9,55.7,C
Iannetta, Chris,455104,2019,0.414,16.3,34.6,43,60.7,C
Maldonado, Martin,455117,2019,0.327,28.4,24.4,45.6,65.5,B
Chirinos, Robinson,455139,2019,0.415,29.9,33.7,47.1,62.7,G
Markakis, Nick,455976,2019,0.339,24.9,13.3,41.8,57.3,B
Castillo, Welington,456078,2019,0.372,25.8,28.7,43.6,62.5,C
Nunez, Eduardo,456488,2019,0.265,37.3,16.9,53.7,55.7,F
Cain, Lorenzo,456715,2019,0.324,25.2,19.2,44.7,60.4,B
Solano, Donovan,456781,2019,0.424,36.1,19,50.8,64.9,E
McCutchen, Andrew,457705,2019,0.392,14.7,25.7,35.5,54.6,C
Upton, Justin,457708,2019,0.387,23.7,32.6,43.2,61.3,C
Maybin, Cameron,457727,2019,0.46,24.1,28.3,41.9,60.2,C
Turner, Justin,457759,2019,0.399,24.5,17.1,45.5,58.7,A
Posey III, Buster,457763,2019,0.317,28,18.5,47.1,59.9,B
Bruce, Jay,457803,2019,0.398,37,30.7,56.2,63.1,G
Votto, Joey,458015,2019,0.363,18.5,19.6,41.5,59,B
Gardner, Brett,458731,2019,0.39,22.5,19.5,38.7,53.5,A
Joyce, Matt,459964,2019,0.402,22.8,25.5,42.8,54.2,C
Braun, Ryan,460075,2019,0.419,34.7,24.8,51.6,61.7,E
Gordon, Alex,460086,2019,0.333,26.8,21.8,48.1,59.7,B
Andrus, Elvis,462101,2019,0.327,32.6,19.6,46.4,63.8,F
Cervelli, Francisco,465041,2019,0.327,20.4,24.6,42.5,65.6,B
Cabrera, Melky,466320,2019,0.32,34.4,15.5,52.2,64,F
Sandoval, Pablo,467055,2019,0.416,38.4,26.5,54.7,63.1,G
Ramos, Wilson,467092,2019,0.344,34.1,20.5,53.9,64.6,F
Santana, Carlos,467793,2019,0.401,17.9,20.3,39.5,54.9,A
Parra, Gerardo,467827,2019,0.326,31.8,22.7,50,62.1,F
Gonzalez, Carlos,471865,2019,0.31,34.7,35.4,50.7,60.6,H
Mercer, Jordy,474568,2019,0.378,27,21,41.4,60.1,A
Belt, Brandon,474832,2019,0.343,22.7,22.8,46.3,58.6,B
Alonso, Yonder,475174,2019,0.293,27,24.9,47.2,53.5,D
Smoak, Justin,475253,2019,0.336,19.7,23.9,39.7,53.5,B
Zimmerman, Ryan,475582,2019,0.357,27,26.6,40.6,55.3,D
Avila, Alex,488671,2019,0.437,13.2,37.4,35.2,52.3,C
Brantley Jr., Michael,488726,2019,0.379,26,10.7,43.8,60.3,A
Castro, Jason,488771,2019,0.432,23,37.1,45.2,55.6,C
Gurriel, Yuli,493329,2019,0.385,34.4,14.8,49.7,65,E
Beckham, Gordon,493596,2019,0.348,33,27.7,50.5,59.6,H
Rodriguez, Ronny,500135,2019,0.373,45.4,35.7,55.7,66.3,G
Rojas, Miguel,500743,2019,0.317,29.8,16.5,47.1,67,F
Escobar, Eduardo,500871,2019,0.393,37.8,24.8,52.6,61.6,E
Martinez, Jose,500874,2019,0.373,26.6,23,43.3,57.6,A
Adrianza, Ehire,501303,2019,0.349,29.3,18.2,48.7,57.4,F
Lagares, Juan,501571,2019,0.315,34,24.4,49.6,63.9,F
Freese, David,501896,2019,0.514,27.7,28.7,44.8,62.4,C
Davis, Khris,501981,2019,0.358,27.3,34.9,51.8,58.1,D
Pham, Tommy,502054,2019,0.382,16.4,20.2,38.4,58.5,A
Martinez, J.D.,502110,2019,0.46,29.8,26.7,49.5,62.3,G
Reddick, Josh,502210,2019,0.323,30,14.6,51.3,60.2,F
Freeman, Mike,502273,2019,0.414,25.1,24.9,44.3,64.3,C
Dyson, Jarrod,502481,2019,0.293,22.1,21.3,43.2,55.1,B
Murphy, Daniel,502517,2019,0.361,30.1,15,48.3,60.8,F
Goldschmidt, Paul,502671,2019,0.416,28.4,26.3,46.5,64.9,C
Gonzalez, Marwin,503556,2019,0.366,33.5,23.9,50,62.1,F
Leon, Sandy,506702,2019,0.278,29.6,20.4,45.3,56.5,F
Altuve, Jose,514888,2019,0.414,30.7,20.4,47.6,65.3,E
Hernandez, Cesar,514917,2019,0.342,27.7,17.1,46,62.4,B
Segura, Jean,516416,2019,0.333,35.8,14.5,47.5,61.6,F
Castro, Starlin,516770,2019,0.349,31.3,19.1,49.2,60.2,F
Marte, Starling,516782,2019,0.396,33.5,24.9,53.7,62.7,G
Culberson, Charlie,518586,2019,0.422,40.3,32.1,55.3,67.4,G
d'Arnaud, Travis,518595,2019,0.365,31.9,26.3,50.5,63.4,H
Descalso, Daniel,518614,2019,0.266,19.7,28.8,40.3,58.8,D
Dietrich, Derek,518618,2019,0.367,29.2,30.6,49,57.6,H
Donaldson, Josh,518626,2019,0.441,23.1,29.9,43.9,58.5,C
Freeman, Freddie,518692,2019,0.438,29.3,24.2,52.1,55.5,E
Grandal, Yasmani,518735,2019,0.395,21.6,25.5,38.5,57.1,C
Heyward, Jason,518792,2019,0.355,27.7,22.7,45.5,54.9,B
LeMahieu, DJ,518934,2019,0.411,27,16,45.6,58.3,A
Lucroy, Jonathan,518960,2019,0.293,24.6,14.5,39.2,63,B
Moreland, Mitch,519048,2019,0.408,25.4,28,49,56.7,C
Moustakas, Mike,519058,2019,0.384,31.6,24.9,49.9,52.4,G
Rizzo, Anthony,519203,2019,0.399,32.1,19.7,45.7,51.6,E
Romine, Austin,519222,2019,0.382,38.2,22.6,56.8,67.9,E
Sogard, Eric,519299,2019,0.367,24.1,11.1,39.1,59.1,B
Thames, Eric,519346,2019,0.47,28.6,32.4,47.2,60.5,G
Vogt, Stephen,519390,2019,0.407,36.1,26.8,50.8,55.9,G
Galvis, Freddy,520471,2019,0.389,38.1,28.4,54.4,61.4,G
Forsythe, Logan,523253,2019,0.35,11.7,21.3,32.7,59.9,B
Flores, Wilmer,527038,2019,0.378,29.3,10.8,45.9,63.5,E
Puello, Cesar,527049,2019,0.379,31.6,30,44.9,60.3,G
Garcia, Avisail,541645,2019,0.413,36,32,56.4,62.5,G
Perez, Hernan,541650,2019,0.35,38.5,26.5,53,63,H
Inciarte, Ender,542255,2019,0.334,28.7,20.4,49.3,54.6,F
Ozuna, Marcell,542303,2019,0.38,27.6,27.6,44.9,58.9,C
Villar, Jonathan,542340,2019,0.412,28.2,27.3,49.8,63.3,C
Santana, Danny,542454,2019,0.483,38.4,32,55.8,62.7,G
Aguilar, Jesus,542583,2019,0.339,27.7,26,44.3,61.2,D
Beckham, Tim,542921,2019,0.429,29.4,30.5,46.3,60.7,G
Berti, Jon,542932,2019,0.396,21.8,24.6,41.6,62,A
Broxton, Keon,542979,2019,0.366,24.6,44,45.7,69.7,D
Crawford, Brandon,543063,2019,0.312,28.3,28.3,51.3,62.9,D
Cron, C.J.,543068,2019,0.385,32.6,25.3,50.2,59.4,G
Dickerson, Alex,543105,2019,0.411,30.1,24,49.9,58.4,E
Gomes, Yan,543228,2019,0.343,34.3,25.5,49.7,62.6,H
Grossman, Robbie,543257,2019,0.308,16.2,15.4,38.4,59.5,B
Harrison, Josh,543281,2019,0.223,37.7,27,57.5,66.7,H
Hicks, Aaron,543305,2019,0.405,22.9,31.5,40.9,55.3,C
Hicks, John,543308,2019,0.367,46.1,35.5,62,71.2,H
Hosmer, Eric,543333,2019,0.385,32.9,28.9,50,58,G
Kipnis, Jason,543401,2019,0.33,26.7,20.3,46.3,57.1,B
McCann, James,543510,2019,0.441,32.9,28.7,49.6,61.1,G
Miller, Brad,543543,2019,0.472,24.5,30.6,45.7,55.9,C
Nola, Austin,543592,2019,0.404,22,23.1,42.4,60.5,A
Rendon, Anthony,543685,2019,0.438,20.6,12.9,43.1,58,A
Semien, Marcus,543760,2019,0.391,19.2,18.3,42.2,63.3,A
Shaw, Travis,543768,2019,0.287,25.9,29.8,45.1,56.3,D
Springer III, George,543807,2019,0.466,20.8,26.5,44,61.3,C
Strange-Gordon, Dee,543829,2019,0.311,35,15.7,55.3,65.5,F
Vazquez, Christian,543877,2019,0.39,32.5,20.5,49.9,64.4,E
Wong, Kolten,543939,2019,0.353,29.9,18.2,48,57.4,F
Gregorius, Didi,544369,2019,0.331,37.8,22.5,55.8,65.7,F
Garcia, Leury,544725,2019,0.363,36.1,24.4,54.4,62.8,F
Vargas, Ildemaro,545121,2019,0.321,29.1,12.2,44.6,57.3,F
Grichuk, Randal,545341,2019,0.388,33.4,28.1,50.2,61.5,G
Marisnick, Jake,545350,2019,0.393,33.4,28.9,52.8,60.7,G
Stassi, Max,545358,2019,0.201,23.1,32.8,45.4,61.9,D
Trout, Mike,545361,2019,0.503,17.9,19.2,36.8,53,A
Herrera, Odubel,546318,2019,0.314,35.2,28.5,52,63.3,H
Almora Jr., Albert,546991,2019,0.311,38.2,23.9,52.1,64.8,F
Ruiz, Rio,547004,2019,0.329,25.1,24.3,46.7,63,B
Wolters, Tony,547172,2019,0.303,26.9,19.9,44.6,61.3,B
Harper, Bryce,547180,2019,0.452,30.4,33.7,48.7,60.1,G
Perez, Roberto,547379,2019,0.415,21.4,30,39.8,58.3,C
Martin, Leonys,547982,2019,0.335,32.3,32.7,54.3,59.8,H
Abreu, Jose,547989,2019,0.418,34.7,25.3,49.5,58.1,G
Diaz, Elias,553869,2019,0.282,25.9,23.3,47.7,61.1,B
Narvaez, Omar,553882,2019,0.387,26.4,22.9,47.8,60.3,A
Astudillo, Willians,553902,2019,0.278,39.7,8.9,59,64.7,F
Suarez, Eugenio,553993,2019,0.503,24.1,28.7,44.4,62,C
Polanco, Gregory,570256,2019,0.404,29.2,32.7,50.5,56.9,G
Santana, Domingo,570267,2019,0.447,24.9,31.9,46.8,62.6,C
Gonzalez, Erik,570481,2019,0.325,36.7,28.3,55.4,69.7,H
Urshela, Gio,570482,2019,0.432,40.2,22.2,56.5,67.4,E
Sanchez, Yolmer,570560,2019,0.315,31.5,22.6,48.8,61.9,F
Schoop, Jonathan,570731,2019,0.408,41.4,32.5,58.4,62.5,G
Adams, Matt,571431,2019,0.445,34.1,33.4,50.1,64.9,G
Arenado, Nolan,571448,2019,0.431,34.8,20.9,51.4,62.7,E
Barnhart, Tucker,571466,2019,0.342,28.2,23.5,46.6,59.8,B
Bour, Justin,571506,2019,0.329,30.3,29.4,44.1,52.4,H
Farmer, Kyle,571657,2019,0.386,38.3,29,50.8,60.7,G
Gennett, Scooter,571697,2019,0.326,46,25,59,66.9,H
Goodwin, Brian,571718,2019,0.433,25.9,27.7,42.2,59.1,C
Hamilton, Billy,571740,2019,0.286,26.4,22.5,47.8,63.2,B
Haniger, Mitch,571745,2019,0.408,22,26.6,42.4,59.2,C
Hernandez, Enrique,571771,2019,0.345,27.5,26.5,47.2,60.7,D
Holt, Brock,571788,2019,0.371,25,18.7,42.1,60.7,A
Lamb, Jake,571875,2019,0.312,24.3,25.8,42,56,D
Maile, Luke,571912,2019,0.223,27.9,22.7,46.6,63.6,B
Muncy, Max,571970,2019,0.444,19.7,28.9,40.1,55,C
Myers, Wil,571976,2019,0.44,27.6,32.1,44.4,64.1,C
Naquin, Tyler,571980,2019,0.409,35.9,25.1,54.9,67.9,G
Owings, Chris,572008,2019,0.271,31.5,33.8,45.4,65.8,H
Phegley, Josh,572033,2019,0.329,31.6,22.6,47.5,62.6,F
Piscotty, Stephen,572039,2019,0.355,33.3,28.9,51,62.6,H
Pollock, AJ,572041,2019,0.392,29.1,26.6,46.9,59.5,G
Rickard, Joey,572073,2019,0.345,27.1,23.4,46.8,66.5,B
Seager, Kyle,572122,2019,0.368,25.4,21.3,45.6,59.1,A
Voit III, Luke,572228,2019,0.447,22.5,35.1,47.3,60,C
Walker, Christian,572233,2019,0.426,24,28.8,48.7,59.2,C
Zunino, Mike,572287,2019,0.31,34.2,38.3,51.4,63,H
Goins, Ryan,572365,2019,0.362,24.6,27.6,40.4,52.5,D
Carpenter, Matt,572761,2019,0.363,20.9,25.5,40.7,54.7,D
Dickerson, Corey,572816,2019,0.447,43,27.4,58.4,62.1,G
Dozier, Brian,572821,2019,0.367,19.6,24.1,39.3,56,B
Garneau, Dustin,572863,2019,0.363,15.5,20.3,46.5,67.3,B
Yastrzemski, Mike,573262,2019,0.449,27.4,27.3,47.6,61.6,C
Contreras, Willson,575929,2019,0.456,35.2,33,50.1,59,G
Gyorko, Jedd,576397,2019,0.241,29,27.2,47.6,60.4,H
Iglesias, Jose,578428,2019,0.337,45.9,15.3,55.5,65,F
Hechavarria, Adeiny,588751,2019,0.366,35.9,24.3,53.5,68.8,F
Osuna, Jose,591741,2019,0.358,30.9,22.6,51.3,66,F
Austin, Tyler,592122,2019,0.423,25.8,39.4,42.5,58.1,C
Bryant, Kris,592178,2019,0.448,27.4,28.4,48.5,58.5,C
Canha, Mark,592192,2019,0.435,22.1,22.8,40.6,60.5,A
Casali, Curt,592200,2019,0.377,20.3,22.2,43.1,57.9,A
Castellanos, Nick,592206,2019,0.433,38.6,26.9,54.7,62,G
DeShields, Delino,592261,2019,0.346,22.7,21.8,43.4,62.5,B
Drury, Brandon,592273,2019,0.335,33.6,27.6,47.4,64.7,H
Gamel, Ben,592325,2019,0.386,22.5,23.1,40.1,58.9,A
Goodrum, Niko,592348,2019,0.407,30.4,31.9,48.1,59,G
Healy, Ryon,592387,2019,0.36,28.4,25.1,47.3,61,D
Holaday, Bryan,592407,2019,0.36,25.6,19.9,44.9,58.6,B
Jones, JaCoby,592444,2019,0.396,29.9,26.1,47,67.3,G
Judge, Aaron,592450,2019,0.527,22.7,36.7,42,61.6,C
Machado, Manny,592518,2019,0.375,28.6,24.2,46.7,61.8,E
Moran, Colin,592567,2019,0.389,35.8,24.7,53.7,65.3,E
Pederson, Joc,592626,2019,0.421,26.6,24.1,46.1,57.9,A
Realmuto, J.T.,592663,2019,0.402,32.6,23.8,50.7,58.3,E
Renfroe, Hunter,592669,2019,0.429,29.6,30.6,45.9,62.5,G
Rosario, Eddie,592696,2019,0.372,43.3,21.2,59.3,59.7,E
Simmons, Andrelton,592743,2019,0.292,30,13.9,48,60.4,F
Wilkerson, Stevie,592859,2019,0.37,32.7,27.4,46,59.6,G
Yelich, Christian,592885,2019,0.532,27.9,28.2,45.2,56,C
Merrifield, Whit,593160,2019,0.388,30.9,20,49.3,61,E
Bogaerts, Xander,593428,2019,0.439,27.4,20.9,41.1,57.3,A
Hernandez, Marco,593523,2019,0.347,44.4,34.8,60.4,65.2,H
Alberto, Hanser,593643,2019,0.337,45.3,14.4,59.1,66.2,F
Polanco, Jorge,593871,2019,0.39,26.7,17.3,44.9,59.6,A
Sano, Miguel,593934,2019,0.568,26.1,38.1,43.6,56.5,C
Herrera, Rosell,594011,2019,0.288,24.5,32.5,43.2,51.7,D
Difo, Wilmer,594694,2019,0.309,30.4,26.8,54.3,58.5,H
Calhoun, Kole,594777,2019,0.401,25.9,32.1,48.2,59.7,C
Duvall, Adam,594807,2019,0.495,33.5,28.3,48.7,64.6,G
Eaton, Adam,594809,2019,0.36,27.4,17.2,44.6,57.9,B
Garcia, Greg,594824,2019,0.341,16.9,15.8,34.3,57.1,B
Kiermaier, Kevin,595281,2019,0.335,35.2,25,54.9,66.4,H
Knapp, Andrew,595284,2019,0.359,28.7,31.2,51.8,62,H
Riddle, JT,595375,2019,0.336,38.3,34.4,52.5,63.8,H
Alfaro, Jorge,595751,2019,0.441,48.1,38.4,61.2,63.4,G
Profar, Jurickson,595777,2019,0.305,26.1,20.2,45.2,57.8,B
Baez, Javier,595879,2019,0.468,42.6,35.5,55.5,65.9,G
Cave, Jake,595909,2019,0.453,29,31.8,47.7,57,G
Gallagher, Cam,595956,2019,0.32,25.9,17.5,42.7,61.3,B
Hedges, Austin,595978,2019,0.307,34.6,33.2,51.3,59.2,H
Lindor, Francisco,596019,2019,0.39,32.1,17,51.4,58.2,E
Odor, Rougned,596059,2019,0.395,30,29.1,47.9,57.2,G
Slater, Austin,596103,2019,0.415,23.1,32.8,42.1,55.2,C
Smith Jr., Dwight,596105,2019,0.345,27.4,28,45.7,61.7,D
Story, Trevor,596115,2019,0.49,28.5,26.4,48.1,57.9,G
Vogelbach, Daniel,596129,2019,0.386,19.6,26.9,34,52.2,C
Sanchez, Gary,596142,2019,0.446,33.2,32.3,44,56,G
Cuthbert, Cheslor,596144,2019,0.333,29,24.1,48.6,67.6,F
Kepler, Max,596146,2019,0.383,27.6,20.1,49.4,62.9,A
Quinn, Roman,596451,2019,0.351,23.6,30.8,43.5,68,D
Franco, Maikel,596748,2019,0.312,33.9,22,51.5,62.2,F
Choi, Ji Man,596847,2019,0.394,20.4,25.3,43,61.7,C
Bradley Jr., Jackie,598265,2019,0.383,28.3,32.6,48.1,61.4,C
La Stella, Tommy,600303,2019,0.359,23.8,11.7,42.3,62,B
Severino, Pedro,600474,2019,0.361,24.1,24.8,44.1,57.2,B
Nunez, Renato,600524,2019,0.389,34.4,27.4,49.5,60,G
Arteaga, Humberto,600858,2019,0.237,38,22.1,54.1,64.4,F
Candelario, Jeimer,600869,2019,0.316,30,25.8,43.6,63.1,H
Daza, Yonathan,602074,2019,0.239,32,23.3,51.1,58.1,F
Rondon, Jose,602922,2019,0.272,27.9,24.4,46.2,57.3,B
Ahmed, Nick,605113,2019,0.348,27.9,21.3,49.5,63,B
Anderson, Brian,605119,2019,0.396,31.9,27.4,47.5,62.7,G
Barnes, Austin,605131,2019,0.301,20.9,22.3,39.6,63.5,B
Bell, Josh,605137,2019,0.436,27.5,25.3,48.1,55.7,C
Betts, Mookie,605141,2019,0.399,18.8,14.5,38.3,55.2,A
Caratini, Victor,605170,2019,0.384,25.3,22.3,46,60.9,A
Davis, J.D.,605204,2019,0.449,26.1,28.1,48.9,62.5,C
Fisher, Derek,605233,2019,0.371,17,38.6,37.2,58.1,C
Martini, Nick,605361,2019,0.314,22.9,20,40.6,55,B
Panik, Joe,605412,2019,0.271,21.5,10.5,42.2,55.8,B
Smith, Mallex,605480,2019,0.324,27,27.8,48.6,62.9,D
Spangenberg, Cory,605486,2019,0.395,35.4,32,55.2,65.3,G
Starling, Bubba,605490,2019,0.319,30.4,29.7,49.7,65,H
Tilson, Charlie,605508,2019,0.297,29.7,24.6,49.2,67.9,F
Castro, Harold,605612,2019,0.371,41.7,24,54.1,63.7,E
Arcia, Orlando,606115,2019,0.302,30.5,24.6,47.7,60.5,F
Tapia, Raimel,606132,2019,0.376,41.1,26.8,58.8,66.4,G
Aquino, Aristides,606157,2019,0.471,38.9,35.5,55.7,62.9,G
Hernandez, Teoscar,606192,2019,0.45,25.1,34.8,47.3,65.3,C
Peraza, Jose,606299,2019,0.288,34,16.7,54,66,F
Marte, Ketel,606466,2019,0.444,28.6,17.6,47.8,58.2,E
Greiner, Grayson,606988,2019,0.318,31.5,32,46.2,64.7,H
Nimmo, Brandon,607043,2019,0.392,18.1,27.3,40.8,57.5,C
Peterson, Jace,607054,2019,0.298,26.1,30.4,46.6,66.7,D
Turner, Trea,607208,2019,0.418,29.2,23.4,46.9,62.6,E
Smith, Kevan,607345,2019,0.331,29.3,19.3,44.8,67.8,F
Beaty, Matt,607461,2019,0.344,30.8,18,46.2,56.6,F
Pillar, Kevin,607680,2019,0.33,46.9,17.7,58.9,64.7,F
Stallings, Jacob,607732,2019,0.342,35.1,25.4,50.7,61.4,H
Travis, Sam,607752,2019,0.325,35.1,22.2,52.6,60.9,F
Williamson, Mac,607776,2019,0.262,32.8,34,46.8,63.2,H
Ramirez, Jose,608070,2019,0.35,23,14.5,42.5,56.9,B
Bregman, Alex,608324,2019,0.419,15.8,14.3,35.1,55.3,A
Gallo, Joey,608336,2019,0.644,20.5,41.6,40.8,52.5,C
Kelly, Carson,608348,2019,0.393,21.9,23.1,41.9,56.9,A
Russell, Addison,608365,2019,0.352,31.2,30.2,48.7,69.2,H
Seager, Corey,608369,2019,0.385,26.9,25.7,51.1,58.3,C
Williams, Nick,608384,2019,0.277,37.3,28.6,53,56.3,H
Winker, Jesse,608385,2019,0.372,22.2,18.1,44.3,56.5,A
Lugo, Dawel,608475,2019,0.326,45.1,21.3,54.8,70,F
Mazara, Nomar,608577,2019,0.399,35.6,27.2,50.7,59.7,G
Murphy, Tom,608596,2019,0.493,28.2,30.7,44.9,56.6,C
Guzman, Ronald,608597,2019,0.383,31.4,32.6,49.3,62.6,G
Plawecki, Kevin,608700,2019,0.29,23.9,19.1,46.6,62.1,B
Mondesi, Adalberto,609275,2019,0.408,38.4,37.5,58.1,65,G
Reyes, Franmil,614177,2019,0.444,30.2,36.5,51.5,62.7,G
Robertson, Daniel,621002,2019,0.299,24.7,22.9,45.6,65,B
Lopes, Tim,621005,2019,0.356,30.7,28,46.4,73.4,H
Martin Jr., Richie,621006,2019,0.311,35.9,27.8,53.8,68.3,H
Swanson, Dansby,621020,2019,0.369,24.7,27.6,45.9,56.3,C
Newman, Kevin,621028,2019,0.361,33.8,13.8,51,64.1,F
Taylor, Chris,621035,2019,0.426,26.4,31.5,49.8,62.9,C
Correa, Carlos,621043,2019,0.462,28.1,24.8,44.3,56.7,A
Dahl, David,621311,2019,0.473,34.7,30.9,52.1,61,G
Buxton, Byron,621439,2019,0.419,34.2,28.5,54.4,61.7,G
Brinson, Lewis,621446,2019,0.246,36.4,32.8,52.7,61.1,H
Duggar, Steven,621453,2019,0.338,26.7,26.5,47.3,66.5,D
Stewart, DJ,621466,2019,0.321,23,26.2,47.7,59.9,D
Nido, Tomas,621512,2019,0.289,39.5,36.1,59.9,66.7,H
Stewart, Christin,621514,2019,0.349,31.2,28.5,48.8,62,H
Wendle, Joey,621563,2019,0.293,35.6,20.1,47.1,61.2,F
Olson, Matt,621566,2019,0.462,24.9,28.1,45.4,56.4,C
Dean, Austin,621573,2019,0.349,38.5,21.9,49.8,58,F
Duffy, Matt,622110,2019,0.303,20.3,18.9,39.4,60.4,B
Munoz, Yairo,622168,2019,0.333,44.5,27.2,60.1,74,H
Margot, Manuel,622534,2019,0.33,22.2,22.8,43.9,60.2,B
Reyes, Pablo,622569,2019,0.291,26.3,22.7,45,58,B
Camargo, Johan,622666,2019,0.314,37.6,25,54.6,63.8,H
Reyes, Victor,622682,2019,0.398,37.8,20.7,51.7,58.6,E
Bote, David,623520,2019,0.403,28.9,32.5,45.7,56.9,G
Ramirez, Harold,623912,2019,0.367,40.6,25.6,54.2,66.3,H
Santander, Anthony,623993,2019,0.388,39.4,21.1,52,58.5,E
Alonso, Pete,624413,2019,0.487,31.9,28,46.6,59.4,G
Biggio, Cavan,624415,2019,0.414,13.7,25.9,36.1,56,C
Conforto, Michael,624424,2019,0.416,25.1,27,45.8,60.4,C
Frazier, Adam,624428,2019,0.335,27.1,15.6,48.1,55.5,B
Trevino, Jose,624431,2019,0.339,40,22.7,48.6,74.6,F
McGuire, Reese,624512,2019,0.418,36.3,21.6,52.7,68.6,E
Puig, Yasiel,624577,2019,0.39,30.1,28.2,52.6,60.6,G
Soler, Jorge,624585,2019,0.48,24.2,32.5,44.1,61.5,C
Heredia, Guillermo,628338,2019,0.344,24.6,27,48,64.9,D
Kang, Jung Ho,628356,2019,0.345,30.2,35.9,48.4,62.2,H
Ervin, Phillip,640447,2019,0.409,26.8,28.3,47.8,58.1,C
Frazier, Clint,640449,2019,0.442,21,32.5,44.2,58.4,C
Meadows, Austin,640457,2019,0.461,24.7,23.5,42.2,61.3,A
Mercado, Oscar,640458,2019,0.361,27.6,23.2,51.5,61.2,B
Pinder, Chad,640461,2019,0.361,29.2,25.5,51.8,63,H
Anderson, Tim,641313,2019,0.449,43.6,24.5,58.6,62,E
Bauers, Jake,641343,2019,0.354,22.4,24.2,42.1,55.8,B
Bellinger, Cody,641355,2019,0.466,23.8,23.5,44.6,54.7,A
Calhoun, Willie,641432,2019,0.388,28.9,15.9,49.3,57.6,E
Collins, Zack,641470,2019,0.401,15.2,37.3,40.8,55.4,C
Cordell, Ryan,641477,2019,0.347,28.7,31.2,49,64.4,H
Crawford, J.P.,641487,2019,0.322,19,21,43.3,61.1,B
Demeritte, Travis,641513,2019,0.374,28.3,35.1,46.2,65.1,C
Dixon, Brandon,641525,2019,0.425,33.9,35.4,51.9,64.8,G
Dozier, Hunter,641531,2019,0.451,26.8,27,44.7,60.8,C
Engel, Adam,641553,2019,0.396,33.7,31.7,50.7,66.1,G
